lsNr;Betreiber;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Bundesland;Kreis/kreisfreie Stadt;Breitengrad;Längengrad;Inbetriebnahmedatum;Anschlussleistung;Normalladeeinrichtung;Anzahl Ladepunkte;Steckertypen1;P1 [kW];Public Key1;Steckertypen2;P2 [kW];Public Key2;Steckertypen3;P3 [kW];Public Key3;Steckertypen4;P4 [kW];Public Key4
388;GP JOULE Connect GmbH;Osternstraße;2;;24983;Handewitt;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.763213;9.325209;2021-03-09;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0433 6464 21D0 3B8A 73E8 E4AE DB1A 2901 A49E 84DA 0A86 E3C1 F956 E181 7A27 5733 CE23 7325 6FC2 B23A 962C BD79 8414 A5C1 3C6B 6633 7EED 0056 327C 9D85 9D75 1960 88;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 045A 6EC3 22D7 17AD 2D32 AEDF 738E E824 758B 6952 FCFC 87C3 6621 7DBC 2BC2 DF73 5E32 9DBA 4FAE B31D CB70 B8C5 9FC7 AEB0 35C7 61F4 BE6F CB8F 63FF F834 CF69 41A4 E5;;;;;;
389;E.ON Drive GmbH;Ellund West;0;BAB7;24983;Handewitt;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.804014;9.328616;2017-10-17;93;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
390;E.ON Drive GmbH;Raststätte Ellund-West (Str. Ellund-Ost);0;;24983;Handewitt;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.80343;9.328791;2020-04-16;350;Schnellladeeinrichtung;1;DC Kupplung Combo, DC CHAdeMO;350;;;;;;;;;;
391;E.ON Drive GmbH;Raststätte Ellund-West (Str. Ellund-Ost);0;;24983;Handewitt;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.80343;9.328791;2020-04-16;350;Schnellladeeinrichtung;1;DC Kupplung Combo, DC CHAdeMO;350;;;;;;;;;;
392;E.ON Drive GmbH;Kaisertraße;11;;25557;Hanerau-Hademarschen;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.125509;9.413385;2021-10-13;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
393;GP JOULE Connect GmbH;Süderstraße;81;;24955;Harrislee;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.800189;9.397607;2021-06-04;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;20;;AC Steckdose Typ 2;20;;;;;;;
394;Pattburg Poetzsch GmbH & Co. KG;Industrieweg;40;;24955;Harrislee;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.794278;9.373;2017-04-05;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
395;Stadtwerke Wedel GmbH;Hauptstraße;26;;25489;Haseldorf;Schleswig-Holstein;Kreis Pinneberg;53.635323;9.598924;2020-11-12;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
396;Stadtwerke Husum GmbH;Amtsweg;10;;25856;Hattstedt;Schleswig-Holstein;Kreis Nordfriesland;54.524765;9.029168;2019-03-25;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
397;Stadtwerke Husum GmbH;Schobüller Weg;2;;25856;Hattstedt;Schleswig-Holstein;Kreis Nordfriesland;54.518845;9.017519;2019-03-25;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
398;Stadtwerke Husum GmbH;Hattstedtermarsch;43;;25856;Hattstedtermarsch;Schleswig-Holstein;Kreis Nordfriesland;54.551066;8.936932;2019-02-06;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
399;Stadtwerke Heide GmbH;Postelweg;1;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.19361111;9.091944444;2016-09-08;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
400;Stadtwerke Heide GmbH;Rüsdorfer Straße;1;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.19555556;9.100555556;2016-09-12;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
401;Stadtwerke Heide GmbH;Stettiner Straße;30;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.19361111;9.109166667;2016-08-23;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
402;Stadtwerke Heide GmbH;Gartenweg;29;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.198056;9.080833;2016-11-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
403;Stadtwerke Heide GmbH;Markt;59;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.195278;9.091944;2016-11-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
404;Stadtwerke Heide GmbH;Lise-Meitner-Str;1-3;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.1943246;9.1227282;2017-06-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
405;Stadtwerke Heide GmbH;Fritz-Thiedemann-Ring;39;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.175921;9.092673;2018-08-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
406;Stadtwerke Heide GmbH;Markt;24-26;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.193436;9.093271;2018-08-14;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
407;Stadtwerke Heide GmbH;Markt;24-26;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.193436;9.093271;2018-08-14;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
408;Stadtwerke Heide GmbH;Fritz-Thiedemann-Ring;20;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.195946;9.121534;2018-09-06;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
409;Stadtwerke Heide GmbH;Fritz-Thiedemann-Ring;20;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.195946;9.121534;2018-09-06;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
410;Stadtwerke Heide GmbH;Postelweg;1;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.193042;9.092068;2018-09-12;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
411;Stadtwerke Heide GmbH;Landvoigt-Johannsen-Straße;61;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.201802;9.11461;2018-10-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
412;Stadtwerke Heide GmbH;Teichkoppel;12;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.197534;9.122208;2019-03-19;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
413;Stadtwerke Heide GmbH;Blauer Lappen;100;C;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.1971981;9.0742122;2021-08-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
414;Stadtwerke Heide GmbH;Markt;73;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.195635;9.0940303;2022-04-05;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
415;Stadtwerke Heide GmbH;Gartenweg;2;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.19797;9.08054;2022-05-05;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
416;GP JOULE Connect GmbH;Fritz-Thiedemann-Ring;39;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.17631;9.09231;2021-11-15;150;Schnellladeeinrichtung;2;DC Kupplung Combo;75;;DC Kupplung Combo;75;;;;;;;
417;May & Olde GmbH;Süderdamm;2;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.198344;9.125458;2020-11-17;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
418;Comfortcharge GmbH;Am Kleinbahnhof;26-30;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.19892;9.10044;2020-03-20;150;Schnellladeeinrichtung;4;DC Kupplung Combo;150;;DC Kupplung Combo;50;;AC Steckdose Typ 2;22;;AC Kupplung Typ 2;22;
419;EWE Go GmbH;Süderdamm;4;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.19853717;9.126191213;2022-02-01;125;Schnellladeeinrichtung;2;DC Kupplung Combo;125;;DC Kupplung Combo;125;;;;;;;
420;B+W Fahrzeugtechnik GmbH&Co.KG;Meldorfer Str.;217;;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.178195;9.092429;2021-09-01;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
421;Emil Frey Küstengarage GmbH;Süderdamm;1-3;Parkplatz;25746;Heide;Schleswig-Holstein;Kreis Dithmarschen;54.198865;9.125854;2022-05-11;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
422;Wildpark Eekholt;Stellbrooker Weg;0;;24598;Heidmühlen;Schleswig-Holstein;Kreis Segeberg;53.948611;10.03;2018-11-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
423;Wildpark Eekholt;Stellbrooker Weg;0;Wildpark Eekholt Eingang;24598;Heidmühlen;Schleswig-Holstein;Kreis Segeberg;53.948703;10.030387;2022-07-10;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;AKFZEE53SDDQMXIRGS2SQ437R7ZZJL55KWMAMIHC;AC Steckdose Typ 2;22;AKP6KW47H6O63QRRDPVEI7N7LJB4JL6SLR4JFB7F;;;;;;
424;HVB GmbH & Co. KG;Kapitän-Willi-Freter-Platz;0;Kapitän-Willi-Freter-Platz / Am Strande;23774;Heiligenhafen;Schleswig-Holstein;Kreis Ostholstein;54.374465;10.981566;2015-06-11;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
425;Lidl Dienstleistung GmbH & Co. KG;Sundweg;113;;23774;Heiligenhafen;Schleswig-Holstein;Kreis Ostholstein;54.36537;11.00788;2020-09-29;50;Schnellladeeinrichtung;3;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Kupplung Typ 2, DC CHAdeMO;50;;AC Kupplung Typ 2, DC Kupplung Combo;50;;;;
426;E.ON Drive GmbH;Industriestraße;1-3;;23774;Heiligenhafen;Schleswig-Holstein;Kreis Ostholstein;54.36501;11.00834;2018-08-17;93;Schnellladeeinrichtung;2;AC Kupplung Typ 2;43;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
427;EWE Go GmbH;E47 1001;0;Rastplatz Autobahn;23774;Heiligenhafen;Schleswig-Holstein;Kreis Ostholstein;54.36200899;10.98329294;2021-07-06;300;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
428;Heinrich Berg e.K.;Wendstraße;19;;23774;Heiligenhafen;Schleswig-Holstein;Kreis Ostholstein;54.371154;10.980757;2021-05-27;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
429;GP JOULE Connect GmbH;Apeldör;2;;25779;Hennstedt;Schleswig-Holstein;Kreis Dithmarschen;54.27868;9.195554;2021-05-13;44;Normalladeeinrichtung;4;AC Steckdose Typ 2, AC CEE 5 polig;11;APTMB75WZSIGWS5WWHA55NLWTEHCHXEM42LPLZDE;AC Steckdose Typ 2, AC CEE 5 polig;11;AP6LJKEWNXQBI6JXUV3QN7BNLGQE7JY2NB6ZXQIG;AC Steckdose Typ 2, AC CEE 5 polig;11;AKPBJQXJWX3P3ZPXESGVG25CV66KE5FZXDTQWQF7;AC Steckdose Typ 2, AC CEE 5 polig;11;AIE4E53H65TN5C3DTB7HQBTYGYSROWNLVUSID56Z
430;GP JOULE Connect GmbH;Apeldör;2;;25779;Hennstedt;Schleswig-Holstein;Kreis Dithmarschen;54.27868;9.195554;2021-05-11;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC CEE 5 polig;11;AKU3IS3ZOFXDNNJ7CPCRB4R75FGUWFUXR3H5TFAE;AC Steckdose Typ 2, AC CEE 5 polig;11;AOCFFZK4XL6YW7RVAAUIKJXXDKLA4SLWML625EDV;;;;;;
431;Eider-Treene-Sorge GmbH;Kirchenstr.;7;;25779;Hennstedt;Schleswig-Holstein;Kreis Dithmarschen;54.2836;9.16695;2016-07-06;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
432;E.ON Drive GmbH;Kirchweg;60;;24558;Henstedt-Ulzburg;Schleswig-Holstein;Kreis Segeberg;53.79929;9.97917;2017-07-31;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
433;Aral Pulse;Rudolf-Diesel-Straße;2;;24558;Henstedt-Ulzburg;Schleswig-Holstein;Kreis Segeberg;53.80383;9.938614;2021-12-21;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
434;Aral Pulse;Rudolf-Diesel-Straße;2;;24558;Henstedt-Ulzburg;Schleswig-Holstein;Kreis Segeberg;53.80383;9.938614;2021-12-21;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
435;Netz.SV Ingenieurbüro Kai Jantke;Togenkamp;1;;24558;Henstedt-Ulzburg;Schleswig-Holstein;Kreis Segeberg;53.760272;10.023903;2020-12-11;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
436;Gemeindewerke Hohenwestedt GmbH;Am Gaswerk;8;;24594;Hohenwestedt;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.086397;9.656398;2020-10-13;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
437;Gemeindewerke Hohenwestedt GmbH;Tannenbergallee;5;;24594;Hohenwestedt;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.09148281;9.668398776;2022-06-10;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
438;Gemeindewerke Hohenwestedt GmbH;Itzehoer Str.;31-33;;24594;Hohenwestedt;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.08882;9.64876;2022-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
439;Autohaus Ihle GmbH;Itzehoer Straße;2;;24594;Hohenwestedt;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.09312;9.6495;2021-03-01;72;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;50;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
440;GP JOULE Connect GmbH;Seestraße;12a;;24321;Hohwacht;Schleswig-Holstein;Kreis Plön;54.324806;10.662056;2018-05-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0440 ED03 0A94 D735 AB36 35F7 4EFB F437 8A9A A7D2 AB4C 792E F7E0 70C7 3137 750F D070 1766 ECFA 01BD 0D33 0350 57C4 1B3B 025A A9EF F88F C1AE CA09 3434 F7EB 5B78 B5;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04FE FC27 CD16 712F AB4A 77C6 D5AE 7B94 2803 D6C4 6F3B 811F 7DDE 101E EC34 26DF FCB9 582E BA49 20B1 AEBF 174F 48F1 85D7 24AD 8D9E A504 13FE F1BB 2907 AEEF 1421 ED;;;;;;
441;Gärten von Meyer GmbH & Co. KG;Dorfstraße;41;;24364;Holzdorf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.557213;9.894347;2021-08-06;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;15327EAE23CEBE0B828477B23A8A734DCCEFEE96A30BBABAA529C092F503D9BF95431A39E585810ED44CCA243EA0A826;AC Steckdose Typ 2;22;5D65A33A220B682DE7958D85C84F983964EAC6DABF667D260D6E1B976B36217D585A2D425740CCBF177BA373ABC3B7B2;;;;;;
442;Energieversorgung Sylt GmbH;Am Wasser;0;Parkplatz Am Wasser;25997;Hörnum;Schleswig-Holstein;Kreis Nordfriesland;54.755361;8.293333;2013-04-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;7574E3421F9FCD5F1508B3B3CAB9FB14D12BDD89F1AC9FAFB5C3AC7F005A6D1A2FCB82D891B21BB7AD92EAFE7E865B66;AC Steckdose Typ 2, AC Schuko;22;167D7E5803E82DB4C6DF67852E7F6C6C380E78863BEB1C67649F3107386B1A3CE4B3990430210D327BF80EBDA17C5208;;;;;;
443;Stadtwerke Husum GmbH;Dorfstrasse;4;;25860;Horstedt;Schleswig-Holstein;Kreis Nordfriesland;54.525805;9.068051;2019-02-06;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
444;James Farm;Nordhackstedter Str.;2a;;24980;Hörup;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.73989972;9.104268651;2022-02-06;180;Schnellladeeinrichtung;3;DC Kupplung Combo;150;;DC Kupplung Combo;150;;AC Steckdose Typ 2;22;;;;
445;GP JOULE Connect GmbH;Grellsbüllerstr.;4;;25923;Humptrup;Schleswig-Holstein;Kreis Nordfriesland;54.86667;8.86667;2018-04-23;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
446;Stadtwerke Husum GmbH;Flensburger Str.;36;;24975;Husby;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.76551;9.577511;2019-01-31;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
447;Stadtwerke Husum GmbH;Glücksburger Straße;1a;;24975;Husby;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.765917;9.575831;2019-01-31;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
448;Allego GmbH;Deichstraße;20;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.476746;9.042594;2017-11-14;93;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;50;;AC Kupplung Typ 2;43;;;;;;;
449;Stadtwerke Husum GmbH;Am Binnenhafen;1;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.4746933;9.0502722;2016-04-08;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
450;Stadtwerke Husum GmbH;Marktstraße;6;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.4841;9.0470899;2016-11-08;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
451;Stadtwerke Husum GmbH;Am Binnenhafen;5;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.473217;9.049106;2019-06-07;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
452;Stadtwerke Husum GmbH;Am Binnenhafen;5;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.473217;9.049106;2019-06-07;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
453;Stadtwerke Husum GmbH;Großstraße;15-17;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.478233;9.048444;2019-12-18;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
454;Stadtwerke Husum GmbH;Großstraße;15-17;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.478234;9.048696;2020-12-19;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
455;Stadtwerke Husum GmbH;Großstraße;15-17;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.478234;9.048696;2020-12-19;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
456;Stadtwerke Husum GmbH;Am Binnenhafen;5;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.473521;9.049078;2019-09-29;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
457;Stadtwerke Husum GmbH;Am Binnenhafen;5;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.728576;9.049078;2019-09-28;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
458;Stadtwerke Husum GmbH;Großstraße;15-17;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.47701;9.04986;2019-12-18;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
459;Stadtwerke Husum GmbH;Großstraße;15-17;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.47701;9.04986;2019-12-19;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
460;Stadtwerke Husum GmbH;Großstraße;15-17;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.47701;9.04986;2019-12-18;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
461;Stadtwerke Husum GmbH;Lornsenstraße;41;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.4829403;9.0623982;2020-07-12;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
462;Stadtwerke Husum GmbH;Siemensstraße;1;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.491913;9.07748;2021-03-12;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
463;Stadtwerke Husum GmbH;Lorns;41;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.4829403;9.0623982;2021-09-19;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
464;Stadtwerke Husum GmbH;Am Binnenhafen;1;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.47453256;9.049837589;2022-01-27;149;Schnellladeeinrichtung;2;DC Kupplung Combo;149;;DC Kupplung Combo;149;;;;;;;
465;Nord-Ostsee Automobile GmbH & Co. KG;Schleswiger Chaussee;98;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.483186;9.08395;2015-08-11;22;Normalladeeinrichtung;1;AC Kupplung Typ 2;22;;;;;;;;;;
466;GP JOULE Connect GmbH;Am Messeplatz;7;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.4944;9.08853;2016-12-16;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
467;GP JOULE Connect GmbH;Am Messeplatz;7;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.4944;9.08853;2016-12-16;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
468;GP JOULE Connect GmbH;Am Messeplatz;7;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.4944;9.08853;2016-12-16;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
469;GP JOULE Connect GmbH;Ludwig-Nissen-Str.;62;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.47499461;9.062046798;2021-08-05;11;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
470;Autohaus Karl Raudzus & Söhne GmbH & Co. KG;Bredstedter Str.;2-8;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.485875;9.046106;2018-09-28;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
471;EWE Go GmbH;Flensburger Chaussee;40;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.48686723;9.075735296;2022-07-19;144;Schnellladeeinrichtung;2;DC Kupplung Combo;134;;DC Kupplung Combo;134;;;;;;;
472;hagebaumarkt husum GmbH u. Co. KG;Siemensstr.;30;;25813;Husum;Schleswig-Holstein;Kreis Nordfriesland;54.49189;9.07561;2019-09-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
473;Allego GmbH;Emmy-Noether- Str.;2;;25524;Itzehoe;Schleswig-Holstein;Kreis Steinburg;53.959332;9.495957;2018-04-17;93;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;50;;AC Kupplung Typ 2;43;;;;;;;
474;Stadtwerke Itzehoe GmbH;Schumacherallee;0;;25524;Itzehoe;Schleswig-Holstein;Kreis Steinburg;53.91961321;9.518629387;2017-01-12;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
475;Stadtwerke Itzehoe GmbH;Adenauerallee;0;;25524;Itzehoe;Schleswig-Holstein;Kreis Steinburg;53.92167849;9.511938617;2017-01-12;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
476;Stadtwerke Itzehoe GmbH;Dithmarscher Platz;0;;25524;Itzehoe;Schleswig-Holstein;Kreis Steinburg;53.92698221;9.512818381;2017-01-12;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
477;Stadtwerke Itzehoe GmbH;Berliner Platz;0;;25524;Itzehoe;Schleswig-Holstein;Kreis Steinburg;53.92270949;9.519721953;2018-08-01;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
478;Stadtwerke Itzehoe GmbH;Berliner Platz;0;;25524;Itzehoe;Schleswig-Holstein;Kreis Steinburg;53.92270949;9.519721953;2018-08-01;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
479;Stadtwerke Itzehoe GmbH;Theodor-Heuss-Platz;0;;25524;Itzehoe;Schleswig-Holstein;Kreis Steinburg;53.92309451;9.515450576;2017-09-01;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
